財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
6306,2025/03,63725000000,34560000000,30984000000,14648000000,5489000000,4761000000,897.71,54.2
6307,2025/03,6402176000,4677342000,4677342000,4101478000,30000000,114823000,601.83,73.1
6309,2025/10,56385763000,42737093000,39711301000,37169973000,-,-,1427.68,75.8
6310,2025/12,209475000000,78428000000,54973000000,19146000000,28738000000,16898000000,3260.85,35.2
6312,2025/02,26559231000,15437033000,14262340000,12587188000,108848000,-,912.56,58.1
6315,2025/03,83228486000,61386368000,54798186000,45479594000,7000000000,1370000000,818.41,73.8
6316,2025/09,39101000000,20794000000,16815000000,9668000000,5179000000,1485000000,5208.71,52.7
6317,2025/03,82000000000,41739000000,34773000000,22017000000,3648000000,8337000000,4516.94,50.9
6319,2025/03,-,-,-,-,-,-,742.01,-
6322,2025/03,14730291000,10298078000,9701237000,8915315000,38000000,-,1494.63,69.9
6323,2026/02,-,-,-,-,-,-,750.88,-
6324,2025/03,113621682000,78943066000,63305732000,39052598000,2701653000,11015584000,831.82,69.5
6325,2025/03,9929540000,8089490000,7635675000,6205788000,70000000,-,709.91,80.7
6326,2025/12,6204909000000,2873024000000,2622985000000,1955883000000,860439000000,1381640000000,2306.8,42.3
6327,2025/06,8591249000,5077610000,4999395000,3642394000,1000000000,198881000,623.45,59.1
6328,2025/12,48385000000,27941000000,22722000000,22998000000,1010000000,428000000,1172.54,57.7
6330,2025/03,286598000000,60243000000,51401000000,29083000000,17002000000,34044000000,1565.69,20.9
6331,2025/03,66174000000,38227000000,35534000000,27945000000,-,1700000000,1674.41,57.8
6332,2025/03,192248000000,112054000000,82101000000,70445000000,50000000,11912000000,2159.29,48.4
6333,2025/03,42396568000,33504715000,28482636000,23041643000,-,-,1971.14,77.2
6334,2025/03,6848647000,3033627000,2840602000,2222835000,292000000,1201338000,285.47,44.3
6335,2025/03,14511000000,9270280000,8037848000,2533930000,-,-,1010.9,56.2
6336,2026/01,-,-,-,-,-,-,1332.4,-
6337,2025/03,15474000000,14165000000,13262000000,7979000000,40000000,276000000,2585.46,91.5
6338,2025/09,15911921000,10266595000,10177386000,7894606000,4100000000,-,1883.62,64.5
6339,2025/03,236764000000,127125000000,99763000000,89808000000,10287000000,38841000000,2280.45,50.5
6340,2025/06,159426000000,107930000000,103743000000,82443000000,907000000,2789000000,3900.8,67.7
6342,2025/03,10394076000,6895502000,6858843000,6430350000,700000000,-,5334.13,66.3
6343,2025/03,33055951000,19530140000,10035830000,6815583000,1044104000,8336388000,277.58,37.8
6345,2025/03,100358946000,84023570000,80045354000,59705918000,-,-,1126.92,83.7
6346,2025/03,14518193000,12286443000,11679560000,10982240000,-,-,10129.13,84.6
6347,2025/03,3052731000,1584023000,1480852000,452988000,190836000,910375000,168.14,51.8
6349,2025/03,172915000000,115499000000,105927000000,31306000000,191000000,114000000,2176.78,66.8
6351,2025/03,131509000000,95852000000,85138000000,76003000000,6700000000,7283000000,1946.92,71.8
6356,2025/03,15233746000,12561580000,12052555000,9834978000,-,72175000,882.3,82.5
6357,2025/03,87807553000,45323658000,34974213000,29580386000,3954980000,10594218000,2402.59,51.2
6358,2025/03,42624601000,30130504000,24034365000,14436335000,4804492000,117260000,3522.58,70.5
6360,2025/03,15855948000,9439525000,7833483000,6506562000,-,807600000,6724.78,59.5
6361,2025/12,1082201000000,521666000000,508875000000,319262000000,-,-,1114.52,47
6362,2024/03,20884449000,12630916000,11588710000,9091146000,-,935460000,3635.66,60.5
6363,2025/03,115621000000,56417000000,47132000000,40917000000,6524000000,16204000000,2100.93,48.4
6364,2025/03,64204971000,41040241000,38109485000,33820017000,222000000,7493547000,1486.1,63.7
6365,2025/03,40469000000,27830000000,26062000000,26500000000,-,-,6717.02,68.8
6366,2025/03,461034000000,25456000000,39396000000,25024000000,-,22397000000,91.49,5.1
6367,2025/03,5133416000000,2866693000000,2239296000000,2068308000000,294643000000,239920000000,9567.14,54.6
6368,2025/03,194396000000,121194000000,115969000000,100982000000,18877000000,3680000000,2631.22,62.2
6369,2025/03,67436000000,38909000000,37414000000,18353000000,8240000000,4213000000,2514.48,57.7
6370,2025/03,548949000000,338504000000,336027000000,309978000000,33893000000,36326000000,2995.83,61.2
6371,2025/03,371510000000,262162000000,215781000000,192135000000,4271000000,4300000000,2533.13,69.9
6373,2025/03,77803000000,36787000000,21292000000,15105000000,5451000000,12182000000,3030.22,39.5
6376,2025/12,358129000000,160228000000,158176000000,107670000000,8684000000,73924000000,2423.57,44.2
6378,2025/03,33909000000,19133000000,15813000000,15163000000,515000000,990000000,965.96,56.4
6379,2025/03,115196000000,85654000000,82015000000,68007000000,1500000000,-,1576.11,73.8
6380,2025/03,5130333000,1855868000,1720431000,536364000,817460000,1006663000,1339.24,36.2
6381,2025/03,69202000000,53561000000,41435000000,39749000000,866000000,138000000,1190.84,67.7
6382,2025/03,42463111000,32879777000,29452326000,29136465000,-,-,1998.53,75.8
6383,2025/12,754211000000,451560000000,402555000000,381009000000,652000000,-,1228,59.9
6384,2025/03,15451399000,11590245000,11012716000,6351075000,-,100000000,1879.99,75
6387,2025/07,17774224000,13558675000,13439769000,9710317000,1000000000,23351000,1687.99,76.3
6390,2025/03,102747000000,44603000000,38624000000,27457000000,19941000000,16792000000,3801.53,43.4
6391,2025/03,11559375000,7818377000,7818377000,5287824000,10000000,1276382000,4725.93,67.6
6392,2025/03,19302000000,16703356000,15445489000,14796056000,10000000,684290000,6855.15,85
6393,2025/03,46222061000,27519637000,19116100000,13331505000,4458859000,2130390000,6277.32,51.5
6395,2025/12,458529000000,205946000000,180660000000,153274000000,53215000000,57202000000,1629.2,44.9
6396,2025/03,8424216000,3357234000,3077894000,2019328000,-,1497045000,3039.9,39.9
6400,2025/12,9797548000,3703084000,2543548000,1526060000,1624098000,2049069000,457.37,37.8
6402,2025/03,12079345000,7140356000,7134331000,7281745000,-,1132517000,1460.73,59.1
6403,2025/03,26055000000,10178000000,9871000000,6412000000,1980000000,-,2376.95,39.1
6405,2025/03,19471890000,15969038000,15423560000,13265188000,-,102892000,1231.06,81.8
6406,2025/03,262257000000,170635000000,135806000000,110826000000,4126000000,119000000,1994.05,59.3
6407,2025/03,210867000000,136521000000,124564000000,97633000000,5513000000,28137000000,2043.67,64.7
6408,2025/03,47013000000,17701000000,14016000000,10759000000,13216000000,4202000000,11830.51,37.7
6411,2024/12,36871433000,27245418000,24078565000,23098644000,250000000,-,5142,69.9
6412,2025/03,1104151000000,244331000000,243874000000,173612000000,-,583992000000,2475.15,22.1
6413,2025/03,88911000000,66505000000,58792000000,38213000000,1404000000,2445000000,1037.18,74.8
6416,2025/03,7146185000,4611228000,4208857000,1724468000,-,-,3009.95,64.5
6417,2025/03,336709000000,285004000000,280936000000,290721000000,-,-,1290.54,84.2
6418,2025/03,49385032000,32031025000,28536908000,27469657000,-,3120000000,1189.39,64.9
6419,2025/03,87000896000,78230262000,72699512000,62991949000,-,-,4241.83,89.9
6420,2025/03,141562000000,103206000000,95768000000,93097000000,-,-,2558.16,72.4
6424,2025/03,16922947000,6038794000,5499469000,4173307000,2490000000,330000000,1372.9,35.7
6425,2025/12,373634000000,129687000000,122816000000,111189000000,-,67884000000,1673.58,34.7
6428,2025/03,38958706000,18307307000,18204589000,16528370000,2472664000,9667583000,813.83,47
6430,2025/03,57266276000,45287432000,45112755000,44557149000,-,-,3127.07,79.1
6432,2026/02,-,-,-,-,-,-,4046.83,-
6433,2025/03,5007569000,2818636000,2777591000,1359023000,-,686571000,451.86,56.3
6436,2025/03,194338000000,136563000000,124959000000,101851000000,871000000,-,1906.83,69.9
6439,2025/03,9136253000,3112977000,2987139000,428552000,10000000,3894351000,1386.38,33.7
6440,2025/12,120594000000,32687000000,25271000000,5463000000,51696000000,13870000000,1083.74,26.8
6444,2025/12,185633000000,28126000000,14619000000,-20629000000,70927000000,6265000000,239.67,14.4
6445,2025/03,49629000000,35442000000,24396000000,13219000000,1786000000,-,1933.64,69.6
6448,2025/03,932650000000,691472000000,691390000000,612589000000,-,600000000,2704.21,74.1
6454,2025/03,126575000000,106034000000,94773000000,74210000000,750000000,125000000,2304.17,83.7
6455,2025/03,143352000000,97702000000,88789000000,84605000000,-,-,2258.98,67.3
6457,2025/03,436816000000,231670000000,176223000000,170886000000,15117000000,35307000000,3995.13,52.9
6458,2025/03,84997000000,64280000000,55181000000,51716000000,745000000,1291000000,862.24,71.7
6459,2025/12,93543310000,70549667000,70249228000,52913458000,-,-,1429.19,75.4
6460,2025/03,644777000000,381604000000,359774000000,314947000000,7500000000,132000000000,1782.72,59.1
6463,2025/03,291779000000,198635000000,122121000000,115621000000,20975000000,8575000000,2453.63,55.8
6464,2025/12,151658000000,37035000000,37035000000,-12036000000,71995000000,20849000000,968.16,24.4
6465,2025/12,575646000000,413914000000,322042000000,317873000000,6390000000,-,2772.72,68.2
6466,2025/09,15931075000,11944057000,10419645000,7199600000,-,25000000,5091.38,75
6467,2025/03,15173669000,11170402000,9394793000,6824568000,1200000000,250045000,1211.15,72.2
6469,2026/02,-,-,-,-,-,-,813.23,-
6470,2025/03,122336000000,69283000000,58394000000,42161000000,446000000,24239000000,2423.22,56.1
6471,2025/03,1219543000000,669189000000,651462000000,375003000000,-,-,1332.78,53.4
6472,2025/03,856425000000,248699000000,167501000000,46387000000,141292000000,120665000000,439.88,27.2
6473,2025/03,1565391000000,777469000000,745044000000,530733000000,54351000000,186123000000,2340.55,47.6
6474,2025/11,331295000000,174250000000,131701000000,114300000000,5712000000,51987000000,7833.28,51.5
6479,2025/03,1584814000000,754625000000,743452000000,457053000000,175084000000,288513000000,1851.29,46.9
6480,2025/03,121106000000,76072000000,65186000000,45091000000,-,16190000000,1092.63,62.7
6481,2025/12,472992000000,265749000000,261333000000,128734000000,33205000000,90000000000,2332.92,55.3
6482,2025/03,41045904000,35498910000,32791957000,30137677000,-,-,1031.64,85.5
6484,2025/03,36276344000,28325666000,27447136000,22063635000,-,-,3537.44,78.1
6485,2025/03,45998000000,39754000000,37203000000,31072000000,-,-,1916.95,86.4
6486,2025/03,203484000000,122519000000,94710000000,79846000000,15581000000,23676000000,2517.52,55.9
6488,2025/03,20258590000,16964686000,14654122000,10577493000,500000000,351738000,1322.58,83
6489,2025/05,42661000000,29919000000,28300000000,20017000000,-,1503000000,1699.89,70.1
6490,2025/03,98055000000,73858000000,68370000000,60551000000,750000000,775000000,3165.5,75.3
6492,2025/09,14547000000,12001000000,11605000000,10289000000,-,265000000,7477.29,82.5
6493,2025/03,66613450000,38045922000,23242970000,14272256000,5632032000,6324727000,1008.82,43.6
6494,2025/03,5742525000,5157008000,5189238000,1747944000,12000000,25213000,117.01,89.8
6495,2025/03,8897914000,3975568000,2222611000,329527000,1353282000,703352000,82.56,44.7
6496,2025/05,36452415000,25456650000,24277800000,22583624000,2400000000,535900000,7292.25,69.8
6497,2025/12,22301958000,17096976000,15025714000,14672852000,-,-,2551.06,76.7
6498,2025/12,184325000000,119790000000,104119000000,77668000000,568000000,10573000000,1358.57,64.1
6501,2025/03,13284813000000,6031417000000,5847091000000,4350503000000,73146000000,-,1277.25,44
6503,2025/03,6375680000000,4076366000000,3949678000000,3304481000000,-,-,1903.11,61.9
6504,2025/03,1312175000000,730658000000,601771000000,493885000000,10716000000,30073000000,4695.55,52.7
6505,2025/05,53210000000,27385000000,21384000000,14122000000,4585000000,4622000000,3028.58,51.5
6506,2026/02,-,-,-,-,-,-,1864.31,-
6507,2025/03,136467000000,80129000000,64403000000,55733000000,770000000,10869000000,2840.22,58.7
6508,2025/03,341347000000,142212000000,120367000000,93273000000,11095000000,27470000000,3059.07,40.7
6513,2025/03,44673000000,25892000000,17886000000,10361000000,700000000,1290000000,4465.2,52.5
6516,2025/03,145628000000,113347000000,113347000000,84726000000,3263000000,1537000000,3166.57,77.8
6517,2025/03,103103000000,80658000000,67764000000,67249000000,1772000000,2299000000,3777.61,75
6518,2025/03,18508388000,11898023000,11039600000,8333975000,312179000,591749000,2608.16,64.3
6521,2026/02,-,-,-,-,-,-,405.95,-
6522,2025/08,2781213000,1729225000,1716495000,-240475000,650000000,50020000,221.69,62.1
6523,2025/03,532482000000,141171000000,141639000000,2991000000,34278000000,220982000000,1122.35,26.6
6524,2025/12,-,-,-,-,-,-,904.83,-
6525,2025/03,341512000000,196168000000,196168000000,170526000000,11349000000,46863000000,842.12,57.4
6526,2025/03,170312000000,137046000000,135237000000,74252000000,-,-,771.05,80.5
6532,2026/02,-,-,-,-,-,-,770.73,-
6533,2025/12,16159920000,7014291000,6500823000,4553125000,1550440000,2419431000,689.09,40.2
6535,2025/07,27264000000,16221000000,16112000000,17134000000,-,-,288.26,59.3
6537,2025/12,4390000000,1840000000,1696000000,71000000,800000000,164000000,251.39,39.7
6538,2025/03,3788000000,2198000000,2198000000,1649000000,-,605000000,107.37,58
6539,2025/03,10841229000,9773835000,9528641000,7874804000,-,-,389.24,89.2
6540,2025/12,22138433000,14589615000,13579322000,11717100000,-,-,1367.32,65.9
6542,2025/06,9773908000,8213073000,8004912000,6731038000,-,106160000,1261.56,84
6543,2026/02,-,-,-,-,-,-,1014.87,-
6544,2025/03,35407000000,20315000000,19944000000,14894000000,2220000000,1015000000,112.06,56.4
6545,2025/03,4328976000,1647054000,1647037000,1157708000,750000000,604801000,303.48,38
6546,2025/12,11429074000,6996906000,6525244000,5906308000,420000000,241876000,1303.53,61.2
6547,2025/06,29405000000,10177000000,10148000000,10404000000,-,10232000000,741.18,34.6
6548,2025/06,3720931000,619677000,583623000,-1527356000,-,500000000,29.77,15.8
6549,2025/03,8189387000,3347617000,3298097000,2708847000,-,1886580000,1185.97,40.3
6550,2025/03,1303246000,406075000,399526000,-1510692000,-,459432000,30.72,30.7
6551,2025/09,4443469000,2061705000,2008556000,936549000,10000000,10052000,242.07,45.2
6552,2025/05,3347000000,2675000000,2669841000,1963286000,-,-,153.21,79.9
6554,2025/09,6715000000,4317000000,4226000000,3433000000,-,-,473.74,62.9
6555,2026/02,-,-,-,-,-,-,656.92,-
6556,2024/03,-,-,-,-,-,-,162.84,-
6557,2025/03,12472447000,2817837000,2418328000,587955000,912000000,4988681000,426.11,22.5
6558,2025/11,3618086000,1098426000,1042445000,-474827000,256500000,1370693000,373.91,28.8
6560,2025/12,10031000000,4763000000,4642000000,3504000000,-,1959000000,1055.39,46.3
6561,2025/12,11220337000,4485272000,4478737000,4129970000,-,152934000,357.24,40
6562,2025/03,23883632000,8702508000,7887322000,5424670000,2244254000,6694565000,651.52,33
6563,2025/09,3105490000,1306747000,1306747000,942389000,-,-,250.34,42.1
6564,2025/03,28492911000,15452026000,15413889000,10504329000,1290000000,6872794000,557.28,54.1
6565,2025/03,26285579000,12749068000,12749068000,10408652000,521000000,5533686000,899.37,48.5
6566,2025/03,24126516000,19574889000,19299778000,17071784000,97640000,179341000,1233.35,81.1
6568,2025/03,20152445000,13520228000,13416243000,9566740000,-,2266634000,1748.68,67.1
6570,2025/03,15397261000,4871897000,4695594000,3524074000,-,4353902000,817.04,31.6
6571,2025/06,34211000000,14683000000,14683000000,8755000000,692000000,8129000000,1113.88,42.9
6572,2026/02,-,-,-,-,-,-,190.73,-
6573,2025/12,661451000,426729000,398373000,-610844000,980000,97992000,11.83,60.2
6574,2025/03,3164047000,1743163000,1743163000,1161855000,50004000,308322000,4.02,55.1
6577,2025/07,4012580000,1147039000,1141475000,119526000,-,1628558000,754.69,28.4
6578,2026/02,-,-,-,-,-,-,143.73,-
6579,2025/03,1116458000,487035000,475019000,-528070000,100000000,13156000,125.68,42.8
6580,2025/03,4185925000,3120160000,3136259000,2862514000,-,-,609.07,74.5
6584,2025/03,117138000000,48087000000,36465000000,31589000000,17847000000,21293000000,1236.35,37.8
6586,2025/03,1106525000000,932495000000,926005000000,732556000000,10152000000,-,3441.88,83.7
6588,2025/03,346371000000,115685000000,86287000000,58525000000,3359000000,11321000000,2041.01,31.2
6590,2025/03,95244000000,47317000000,45700000000,34285000000,7050000000,900000000,721.54,49.7
6592,2025/12,370163000000,334236000000,268278000000,243922000000,-,1299000000,1360.51,90.3
6594,2025/03,3315253000000,1743591000000,1716947000000,1331067000000,93710000000,-,1497.81,51.8
6597,2025/06,4524219000,2604223000,2602956000,2388380000,-,281250000,627.56,57.6
6599,2025/03,5904033000,4786041000,4683396000,4429432000,-,-,3171.78,81.1
6600,2024/03,2864941000000,449766000000,449635000000,-463054000000,826413000000,284899000000,868.85,15.7
6612,2025/12,4659000000,2810000000,2784000000,-120000000,500000000,144000000,329.79,60.3
6613,2025/03,5505868000,5219265000,5219265000,-1088396000,-,-,124.98,94.8
6614,2025/03,5412535000,2471025000,2433735000,1659911000,200000000,315095000,558.67,45.7
6615,2025/03,73626000000,15317000000,14305000000,4838000000,18486000000,10794000000,542.29,20.7
6616,2025/03,33607998000,17400632000,15912121000,5523084000,1900000000,8332262000,1616.67,51.8
6617,2025/03,113652000000,66456000000,59749000000,44771000000,1910000000,1800000000,3798.61,53.6
6619,2026/01,52004000000,40933000000,30495000000,-28158000000,6671000000,1182000000,707.25,78.5
6620,2025/03,28863000000,27994000000,24624000000,6445000000,-,-,657.85,91.2
6622,2025/03,290234000000,153285000000,117540000000,101796000000,23885000000,38668000000,5788.58,47.7
6623,2025/03,141849000000,81103000000,72885000000,67280000000,1716000000,11601000000,8445.62,55.9
6625,2025/03,77651443000,19043767000,19082629000,4543701000,1679000000,38750424000,172.18,24.5
